"id","project_code","year_of_subsidy_sanct","state_name","state_code","district_name","district_code","agency","supported_by","beneficiary_name","project_address","current_status","project_cost","amount_sanct"
847,"06AHR0CS000009","2012-13","Haryana","6","Sonipat","75","NHB","NHB","KMC Cool Chain India Pvt. Ltd.","Village-Nathupur , Taluka & Dist-Sonipat (Haryana)","Completed",3206.2,956.24
848,"06AHR0CS000005","2013-14","Haryana","6","Sonipat","75","NHB","NHB","ASSAM TRADING COMPANY","SABJI MANDI, SONIPAT DIST-SONIPAT (HARYANA)","Completed",111.35,26.88
849,"06AHR0CS000010","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Ishwar Cold Store","Village-Nathupur, Taluka & Dist-Sonipat (Haryana)","Completed",450.74,120.0
850,"06AHR0CS000001","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Saroj Overseas Pvt. Ltd.","Village-Akbarpur Barota, Taluka-Sonipat, Dist- (Haryana)","Completed",532.0,114.0
851,"06AHR0CS000016","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Lawrence Agro Storage Pvt. Ltd.","Village & Post-Bazidpur Saboli, Taluka-Kundli, Dist-Sonipat (Haryana)","Completed",561.67,105.14
852,"06AHR0CS000019","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Shree Peetambra Cold Storage Pvt. Ltd.","Village-Wazidpur, Taluka-Kundli, Dist-Sonipat (Haryana)","Completed",662.42,88.97
853,"06AHR0CS000028","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Amrit Humifresh Preservation Pvt. Ltd","Village- Kundli, Taluka-Kundli, Distt.- Sonipat (Haryana)","Completed",1041.15,203.38
854,"06AHR0CS000003","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Harshna Ice & Cold Storage Pvt. Ltd.","Village-Nathupur, Tal-Kundli, Dist-Sonipat (Haryana)","Completed",909.14,557.66
855,"06AHR0CS000029","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Kbb Nuts Private Limited","Village- Bazidpur, Taluka- Saboli, Kundli, Dist.- Sonepat (Haryana)","Completed",371.03,57.33
856,"06AHR0CS000024","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Polymer Additives","Village-Kundli, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",497.0,102.07
857,"06AHR0001142","2013-14","Haryana","6","Sonipat","75","NHB","NHB","SABHARWAL FOOD INDUSTRIES PRIVATE LIMITED","Village-Nathupur, Taluka & Dist-Sonipat (Haryana)","Completed",235.42,50.0
858,"06AHR0001160","2013-14","Haryana","6","Hisar","63","NHB","NHB","Lakshay Waxing Plant (Prop : Ramesh Chander)","Village- Malapur, Taluka- Adampur, Dist.- Hisar (Haryana)","Completed",93.0,25.36
859,"06AHR0001165","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Delhi Agrocool Private Limited.","Village- Kundli, Taluka- Kundli, Distt.- Sonipat (Haryana)","Under Implementation",152.0,48.0
860,"06AHR0CS000034","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Delhi Agrocool Private Limited.","Village- Kundli, Taluka- Kundli, Distt.- Sonipat (Haryana)","Completed",627.3,115.94
861,"06AHR0CS000037","2013-14","Haryana","6","Palwal","619","NHB","NHB","Kailash Agro Pvt. Ltd.","Village-Devli, Taluka-Palwal, Dist-Palwal (Haryana)","Completed",938.31,256.0
862,"06AHR0CS000013","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Mrigesh Agro & Cold Storage Pvt. Ltd.","Village-Kundli, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",431.08,120.0
863,"06AHR0CS000020","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Prabhu Kripa Agro & Cold Storage Pvt. Ltd.","Village-Wazidpur Saboli, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",674.92,117.68
864,"06AHR0CS000033","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Shalla Ram Ice & Cold Storage","Village- Nathupur, Taluka- Sonipat, Distt.- Sonipat (Haryana)","Completed",1131.0,120.0
865,"06AHR0001168","2013-14","Haryana","6","Faridabad","60","NHB","NHB","Shiva Biotech","Near Johar Motors, GT Mathura Road, Sikri, Village-Ballabgarh, Taluka-Ballabgarh, Dist-Faridabad (Haryana)","Completed",75.3,240.0
866,"06AHR0CS000031","2013-14","Haryana","6","Sonipat","75","NHB","NHB","Viraj Cold Storage Private Limited","Village- Nathupur, Taluka- Kundli, Dist.- Sonipat (Haryana)","Completed",735.32,120.0
867,"06AHR0CS000018","2013-14","Haryana","6","Sonipat","75","NHB","NHB","O S Cool Home","Village-Kundli, Taluka- & Dist-Sonipat (Haryana)","Completed",596.22,120.0
868,"06AHR0CS000026","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Hare Krishna Agrotech Cold Chain","Village-Nathupur, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",617.63,140.0
869,"06AHR0CS000023","2014-15","Haryana","6","Sonipat","75","NHB","NHB","M/S. Kamal Chand jain Cold Storage Pvt. Ltd.","//Survey No.-69/17/1/2/2, 17/2/1/2, 16/2/3/2, 17/1/2/1, 17/2/1/1 Village-Wazidpur Saboli, Taluka-Sonepat, Distt.-Sonepat, State-Haryana","Completed",741.27,120.0
870,"06AHR0CS000035","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Salsar Agro Food Cold Store Private Limited.","Village- Wazidpur Saboli, Taluka- Sonipat, Distt.- Sonipat (Haryana)","Completed",560.0,114.0
871,"06AHR0001174","2014-15","Haryana","6","Gurugram","62","NHB","NHB","RHP Logistics Pvt. Ltd.","House No.1715, DLF Phase - 4, Chakkarpur, Gurgaon-122002 (Haryana)","Completed",182.17,48.0
872,"06AHR0CS000021","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Golden Century Food Products Private Limited","Village-Kundli, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",845.92,120.0
873,"06AHR0CS000017","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Om Ram Construction Company Pvt. Ltd.","Village-Phase-I, I./Kundli, Taluka & Dist-Sonipat (Haryana)","Completed",237.54,23.44
874,"06AHR0CS000027","2014-15","Haryana","6","Yamunanagar","76","NHB","NHB","R.B Mutha Impex Private Limited","Village-Piou Maniyari,Narela Road, Kundli, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",530.0,120.0
875,"06AHR0CS000014","2014-15","Haryana","6","Sonipat","75","NHB","NHB","R.S Freezing & Cooling Chambers Pvt. Ltd.","Village-Nathupur, Taluka & Dist-Sonipat (Haryana)","Completed",4860.48,1406.8
876,"06AHR0CS000030","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Sneh Quality Spices Private Limited.","Village- Bazidpur, Saboli, Taluka- Kundli, Dist.- Sonipat (Haryana)","Completed",860.0,120.0
877,"06AHR0CS000032","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Sumanglam Traexim Private Limited","Village-Wazidpur Saboli, Taluka-Sonipat, Dist-Sonipat (Haryana)","Completed",627.0,112.0
878,"06AHR0CS000040","2014-15","Haryana","6","Sonipat","75","NHB","NHB","A.R.Manufacturing Solutions Private limited","I.E.Food Park Rai ,Distt -Sonipat (Haryana)","Under Implementation",1125.0,116.25
879,"06AHR0CS000041","2014-15","Haryana","6","Sonipat","75","NHB","NHB","G.K Agro Cold Storage Pvt. Ltd.","Village- Wazidpur, Taluka- Gram Saboli, Distt.- Sonepat (Haryana)","Under Implementation",617.33,118.17
880,"06AHR0CS000043","2014-15","Haryana","6","Sonipat","75","NHB","NHB","Jubin Cold Storage Pvt. Ltd.","Village- Nathupur, Distt.- Sonepat (Haryana)","Completed",742.53,268.8
881,"06AHR0001183","2014-15","Haryana","6","Fatehabad","61","NHB","NHB","Sahil Fruit Ripening Store","New Sabzi Mandi, Taluka- Fatehabad, Distt.- Fatehabad (Haryana)","Completed",87.8,21.0
882,"06AHR0001177","2014-15","Haryana","6","Gurugram","62","NHB","NHB","Vimla Panwar","Village- Gurgaon, Taluka- Gurgaon, Distt.- Gurgaon (Haryana)","Completed",111.59,28.8
883,"06AHR0CS000039","2015-16","Haryana","6","Sonipat","75","NHB","NHB","Mansa Ram Agro Foods Private Limited","Village-Wazidpur, Taluka-Kundli, Dist-Sonepat (Haryana)","Under Implementation",784.0,104.08
884,"06AHR0CS000054","2015-16","Haryana","6","Sonipat","75","NHB","NHB","Topline Cold Chain Private Limited.","Village- Nathupur, Ind. Sec.46, Distt.- Sonepat (Haryana)","Completed",679.0,120.0
885,"06AHR0001180","2015-16","Haryana","6","Jhajjar","64","NHB","NHB","White Knight Logistics (Prop: Major General (Retd) Ashok Sheoran)","Village- Khungai, Taluka- Jhajjar, Distt.- Jhajjar (Haryana)","Completed",234.69,24.0
886,"06AHR0CS000042","2015-16","Haryana","6","Gurugram","62","NHB","NHB","Bharat Store (Prop: Mahender Kumar)","Plot No. 92, Sector- 37 Pace City- I, Udyou Vihar, Distt.- Gurgaon (Haryana)","Completed",82.78,30.0
887,"06AHR0001178","2015-16","Haryana","6","Sonipat","75","NHB","NHB","KB Hortitech (Prop: Kewal Dhingra)","Village- Kundli, Taluka- Sonipat, Distt.- Sonipat (Haryana)","Completed",142.16,42.7
888,"06AHR0001186","2015-16","Haryana","6","Gurugram","62","NHB","NHB","Bhim Sain Baweja","Malibu Town, Sohna Road, Gurgaon 122001 (Haryana)","Completed",150.0,50.75
889,"06AHR0001185","2015-16","Haryana","6","Gurugram","62","NHB","NHB","Madan Lal Baweja","15 Malibu Town, Gurgaon-Sohna Road, Gurgaon-122015 (Haryana)","Completed",150.0,50.75
890,"06AHR0001154","2015-16","Haryana","6","Faridabad","60","NHB","NHB","SGI Preservation Facilities (Prop : Satnam Singh)","Village- Dhauj, Taluka- Faridabad, Dist.- Faridabad (Haryana)","Completed",190.58,24.0
891,"06AHR0CS000049","2015-16","Haryana","6","Sonipat","75","NHB","NHB","Samsung Overseas Limited.","Industrial Estate EPIP, HSIIDC, Taluka- Kundli, Distt.- Sonepat (Haryana)","Completed",1257.41,383.08
892,"06AHR0001189","2015-16","Haryana","6","Gurugram","62","NHB","NHB","Ad Traders (Prop: Ankur Dua)","House No. 1715, DLF Phase- 4, Chakkarpur, Distt.- Gurgaon (Haryana)","Completed",164.88,49.13
893,"06AHR0CS000025","2016-17","Haryana","6","Sonipat","75","NHB","NHB","LA Cold Storage Pvt. Ltd.","Village-Wazidpur, Taluka-Saboli, Dist-Sonipat (Haryana)","Completed",524.19,126.5
894,"06AHR0001334","2016-17","Haryana","6","Gurugram","62","NHB","NHB","Bharti Baweja","480, Udyog Vihar, Phase V, Gurgaon (Haryana)","Completed",200.0,50.75
895,"06AHR0001335","2016-17","Haryana","6","Gurugram","62","NHB","NHB","Divya Baweja","480, Udyog Vihar, Phase V, Gurgaon (Haryana)","Completed",200.0,50.75
896,"06AHR0001406","2018-19","Haryana","6","Sirsa","74","NHB","NHB","P. K. Fruits (Prop-Pardeep Kumar)","Village-Choutala, Taluka-Dabwali, Dist-Sirsa (Haryana)","Completed",225.0,17.5
897,"06AHR0CS000057","2021-22","Haryana","6","Sonipat","75","NHB","NHB","Aspam Food Cold Storage Pvt. Ltd.","Plot no. 568, HSIDC Sector 38, Phase -1. Food Park Rai, Taluka & Dist-Sonipat (Haryana)","Completed",27007.98,1970.64
898,"06AHR0CS000060","2021-22","Haryana","6","Palwal","619","NHB","NHB","VSM FOOD COLD CHAIN & PROCESSORS LLP","Khasra No. 184//14, 16/2/1 & 17/1 Village Dhatir Tehsil Palwal District Palwal Haryana Pin 121102","Under Implementation",638.56,160.21
899,"02HI20010000225","2001-02","Himachal Pradesh","2","Kullu","20","NHB","NHB","Rishi Cold Storage","Kullu ","Completed",0.0,2.72
900,"02HI20020000226","2002-03","Himachal Pradesh","2","Una","26","NHB","NHB","Bharat Cold Storage & Ice Factory","Una (HP)","Completed",0.0,3.49
901,"02AHP0001750","2006-07","Himachal Pradesh","2","Kangra","18","NHB","NHB","The Nurpur Grower Coop and Marketing Society Jassu","Jassur Distt Tehsil Nurpur Distt. Kangra (HP)","Completed",1.89,0.28
902,"02AHP0000099","2007-08","Himachal Pradesh","2","Shimla","23","NHB","NHB","Krishan Lal.","Vill-Chamain P.O. Kalbol Tehsil-Kotkhal, Distt-Shimla","Completed",20.0,3.08
903,"02AHP0001723","2007-08","Himachal Pradesh","2","Shimla","23","NHB","NHB","Rajesh Chauhan S/O Paras Ram","Vill Chalintidhar PO Chalintidhar","Completed",12.0,1.65
904,"02AHP0000748","2010-11","Himachal Pradesh","2","Shimla","23","NHB","NHB","Sh Parkash Chand S/o Sh Hira Singh","VPO, Samoli","Completed",20.0,4.0
905,"02AHP0000615","2010-11","Himachal Pradesh","2","Shimla","23","NHB","NHB","sh. Kalyan Singh S/o Sh. Murki Lal","Village Sarass P.O. Khagtari, Teh Rohru Distt. Shimla","Completed",20.0,3.7
906,"02AHP0001267","2010-11","Himachal Pradesh","2","Shimla","23","NHB","NHB","Bann Lal Derta S/O Nika Ram","Vill Baghal PO Kiarvi Teh Kotkhai Distt Shimla","Completed",19.95,4.0
907,"02AHP0000581","2010-11","Himachal Pradesh","2","Shimla","23","NHB","NHB","Mr.Sh Nand LalAlias Sunil","VPO Kaina , Tehsil Jubble Distt Shimla","Completed",20.0,2.68
908,"02AHP0001553","2010-11","Himachal Pradesh","2","Shimla","23","NHB","NHB","Pyare Lal Dogra S/O Amin Chand","Vill Vikas Nagar PO Kotbag Teh kotkhai Distt Shimla","Completed",19.0,2.8
909,"02AHP0000673","2010-11","Himachal Pradesh","2","Shimla","23","NHB","NHB","Sh. Ved Prakash S/o Sh. Bhagat Ram","Village Kiarvi P.O. Kairvi Tehsil Kotkhai Distt Shimla","Completed",19.92,4.0
910,"02AHP0001373","2012-13","Himachal Pradesh","2","Shimla","23","NHB","NHB","Gain Chand S/O Daulat Ram","Vill Kharota PO Ratnari Teh Kotkhai Distt Shimla","Completed",19.0,2.51
911,"02AHP0000688","2012-13","Himachal Pradesh","2","Shimla","23","NHB","NHB","Pardeep Singh","VPO,Sheel Tehsil Rohru Distt Shimla","Completed",20.0,4.0
912,"02AHP0002206","2012-13","Himachal Pradesh","2","Shimla","23","NHB","NHB","Parkash Chand S/O Tula Ram","Vill Baohal PO Dochi Teh Jubbal Distt Shimla","Completed",10.0,1.54
913,"02AHP0001374","2012-13","Himachal Pradesh","2","Shimla","23","NHB","NHB","Sohan Singh S/O Haro Ram","Vill Berly PO Dhar Teh Jubbal Distt Shimla","Completed",20.0,2.58
914,"02AHP0000804","2012-13","Himachal Pradesh","2","Shimla","23","NHB","NHB","Lal Singh Mehta","Village Khaneti P.O. Batari Tehsil Kumarsain Distt. Shimla","Completed",20.0,2.93
915,"02AHP0CS000001","2013-14","Himachal Pradesh","2","Una","26","NHB","NHB","COMAL AGROFOODS LIMITED","VILL. - NANGAL KALAN, TEHSIL - HAROLI, DISTT. - UNA (HP)","Completed",685.58,256.25
916,"02AHP0CS000005","2013-14","Himachal Pradesh","2","Una","26","NHB","NHB","Shiv Shankar Cold Store","Village-Lal Singi, Taluka-Una, Distt.-Una, (H.P.) ","Completed",349.0,119.63
917,"02AHP0003932","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Bhanu Parkash Chauhan","Village-Kupri, Taluka- Koti Kotkhai, Distt.- Shimla (H.P.)","Completed",18.0,7.13
918,"02AHP0003987","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Mohan Lal Mehta, S/o-Shankar Dass","Village-Devidhar, Taluka-Chirgaon, Dist-Shimla (Himachal Pradesh)","Completed",20.0,9.79
919,"02AHP0003142","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Sh. Mast Ram Tanta","Village Mihana P.O. Dochi Tehsil Jubbal Distt. Shimla","Completed",16.1,6.01
920,"02AHP0003922","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Vinod Ghasta","Village-Mel-II, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",10.0,3.87
921,"02AHP0003962","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Bhim Singh Jhouta","Village-Bhajanu, Taluka-Jubbal, Dist-Shimla (Himachal Pradesh)","Completed",16.32,4.39
922,"02AHP0003951","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Shayam Lal Verma","Village-Sholvi, Taluka-Theog, Dist-Shimla (Himachal Pradesh)","Completed",24.55,8.3
923,"02AHP0000744","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Smt Dropati","Vill Gorli P.OMarog Teh Chopal Distt Shimla","Completed",20.0,1.92
924,"02AHP0003937","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Swarn Singh, S/o-Ranjeet Singh","Village-Balley, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",19.95,8.05
925,"02AHP0003943","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","C. R. Chauhan","Village-Premnagar, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",31.0,9.88
926,"02AHP0004001","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Dharma Nand Verma","Village-Shedri, Po-Kangal, Taluka-Kumarsain, Dist-Shimla (Himachal Pradesh)","Completed",14.1,6.13
927,"02AHP0003989","2013-14","Himachal Pradesh","2","Kullu","20","NHB","NHB","Lochan Singh Verma","Village-Shohach, Taluka-Nirmand, Distt.-Kullu, (H.P.)","Completed",22.9,11.03
928,"02AHP0003185","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Anant Ram S/O Banu Ram","Vill Chanderpur PO Hatkoti Teh Jubbal Distt Shimla","Completed",14.25,5.41
929,"02AHP0004077","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Ashok kumar & Vinod Kumar","Village - Kupri, Taluka - Kotkhai, Distt - Shimla, (Himachal Pradesh)","Completed",18.75,9.09
930,"02AHP0003949","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Sanjeev Bhuraita","Village-Thana, Taluka-Jubbal, Dist-Shimla (Himachal Pradesh)","Completed",14.25,6.02
931,"02AHP0004053","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Ayush Mehta","Village- Chalali, Taluka- Kotkhai, Dist.- Shimla (Himachal Pradesh)","Completed",14.74,6.47
932,"02AHP0004007","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Gulat Ram","Village-Mandhol, Taluka-Jubbal, Dist-Shimla (Himachal Pradesh)","Completed",18.97,7.26
933,"02AHP0003960","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Hira Singh Rayta","Village-Mul Matiana, Taluka-Theog, Dist-Shimla (Himachal Pradesh)","Completed",19.22,7.84
934,"02AHP0004029","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Pawan Chandel","Village- Karali (Pandli), Taluka- Kotkhai, Dist.- Shimla (Himachal Pradesh)","Completed",31.44,10.82
935,"02AHP0003942","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Pratap Chauhan","Village-Nagpuri, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",19.0,9.25
936,"02AHP0004012","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Rajpal Chauhan","Village- Jalthar, Taluka- Kotkhai, Dist.- Shimla (Himachal Pradesh)","Completed",34.5,18.1
937,"02AHP0003981","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Sunil Kumar Pirta","Village-Nahnhar, Taluka-Jubbal, Dist-Shimla (Himachal Pradesh)","Completed",19.95,8.65
938,"02AHP0004051","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Surat Ram","Village- Seema Mauja Bijori, Taluka- Rohroo, Dist.- Shimla (Himachal Pradesh)","Completed",18.5,9.25
939,"02AHP0003950","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Chander Prakash, S/o-Bhagat Ram","Village-Kanahar, Taluka-Kumharsain, Dist-Shimla (Himachal Pradesh)","Completed",14.1,4.09
940,"02AHP0CS000003","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Dev Bhumi Cold Chain Ltd","Village-Matiana, Tehsil -Theog, District-Shimlia-171212 (Himachal Pradesh)","Completed",2300.0,570.76
941,"02AHP0004036","2013-14","Himachal Pradesh","2","Sirmaur","24","NHB","NHB","Himalya International Limited","Village- Shubh Khera, Taluka- Paonta Sahib, Dist.- Sirmour (Himachal Pradesh)","Completed",71.05,28.41
942,"02AHP0004066","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Keshav Ram","Village-Dhar, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",18.75,8.26
943,"02AHP0003964","2013-14","Himachal Pradesh","2","Kullu","20","NHB","NHB","Lagnesh Verma, S/o-Late Dhani Ram Verma","Vilage-Tharog, Taluka-Anni, Dist-Kullu (Himachal Pradesh)","Completed",19.53,4.85
944,"02AHP0004000","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Nand Lal Chauhan","Village-Hat, Taluka-Theog, Dist-Shimla (Himachal Pradesh)","Completed",21.6,10.42
945,"02AHP0004023","2013-14","Himachal Pradesh","2","Shimla","23","NHB","NHB","Palas Ram","Village- Kohbagh, Taluka- Kotkhai, Dist.- Shimla (Himachal Pradesh)","Completed",18.65,9.34
946,"02AHP0004081","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Munna Lal","Village- Kiari, Taluka- Kotkhai Distt.- Shimla (Himachal Pradesh)","Completed",23.0,11.05
947,"02AHP0004085","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Puran Chand Tanta.","Village- Kaina, Taluka- Jubbal, Distt.- Shimla (Himachal Pradesh)","Completed",23.2,11.05
948,"02AHP0004067","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Amar Singh","Village-Melthi, Taluka-Rohru, Dist-Shimla (Himachal Pradesh)","Completed",18.75,9.06
949,"02AHP0004009","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Dula Ram Khimta","Village-Baghal Galeha, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",19.9,9.63
950,"02AHP0003990","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Jodh Ram Tegta","Village-Mehandhali, Taluka-Rohroo, Distt.-Shimla [H.P.]","Completed",23.0,10.54
951,"02AHP0004002","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Kahan Singh","Village-Baghal, Taluka-Kotkhai, Dist-Shimla (Himachal Pradesh)","Completed",11.3,5.51
952,"02AHP0004031","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Kamal Nathta","Village- Karchari, Taluka- Rohroo, Dist.- Shimla (Himachal Pradesh)","Completed",17.38,8.92
953,"02AHP0004045","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Raje Singh Rawat","Village- Nandpur, Taluka- Jubble, Dist.- Shimla (Himachal Pradesh)","Completed",9.8,5.14
954,"02AHP0004014","2014-15","Himachal Pradesh","2","Kullu","20","NHB","NHB","Uttam Ram","Village- Dhowi, Taluka- Anni, Dist.- Kullu (Himachal Pradesh)","Completed",37.75,19.89
955,"02AHP0004048","2014-15","Himachal Pradesh","2","Shimla","23","NHB","NHB","Devender Chauhan","Village- Sheel, Taluka- Rohru, Dist.- Shimla (Himachal Pradesh)","Completed",19.15,11.27
